Gene	WT_RNA_Rep1	WT_RNA_Rep2	WT_RNA_Rep3	Null_RNA_Rep1	Null_RNA_Rep2	Null_RNA_Rep3
KCNK12	343	174	203	991	1364	589
MSH2	6620	5563	5258	8736	6208	3814
MIR559	0	0	0	0	0	0
EPCAM	2020	1779	2271	5334	5874	2770
RN7SKP119	0	0	0	0	0	0
BCYRN1	107	168	227	326	163	170
LOC107985882	0	0	0	0	0	0
LOC124907763	1	0	1	2	5	3
LOC105374588	1	4	2	3	8	0
EPCAM-DT	21	38	25	5	6	3
CALM2	11785	10759	11980	11675	11196	7180
STPG4	1	0	0	5	3	1
TTC7A	962	686	812	824	785	528
MCFD2	3620	3377	3367	4141	4077	1937
LOC124906004	0	0	1	0	0	0
LOC107985880	1	1	5	0	0	0
LINC01119	6	6	11	3	1	2
LINC01118	0	0	4	2	1	1
SOCS5	632	686	590	715	667	318
LOC105374584	16	7	11	16	6	14
CRIPT	291	260	322	301	269	194
LOC124906003	7	10	8	7	5	1
PIGF	350	307	357	260	207	166
RHOQ-AS1	12	10	15	11	7	6
RHOQ	833	956	954	1429	1124	603
ATP6V1E2	151	168	231	168	134	91
LOC124906002	0	0	0	1	0	0
TMEM247	0	0	0	0	0	0
RN7SL817P	0	0	0	0	0	0
LINC02583	0	0	0	0	0	0
LOC124907762	0	0	0	0	0	0
LINC01820	0	0	0	0	0	0
EPAS1	19	22	17	148	306	125
RPL36AP14	0	0	0	0	0	0
LOC105374581	0	0	0	0	0	0
LOC101926974	0	0	0	0	0	0
RPL26P15	0	0	0	0	0	0
LOC124907761	0	0	0	0	0	0
TRQ-TTG5-1	0	0	0	0	0	0
PRKCE-AS1	1	0	1	0	0	0
PRKCE	86	54	52	70	91	34
LOC102724965	4	3	8	2	5	1
RN7SL414P	0	0	0	0	0	0
SRBD1	1090	1000	956	1144	986	541
LOC105374577	0	0	0	1	2	0
LOC105374576	0	0	0	0	0	0
LINC01121	2	0	1	1	1	0
LOC107985809	0	2	0	1	0	1
SIX2	5	7	13	142	157	82
LOC124907760	0	0	0	0	0	0
KRTCAP2P1	0	0	0	0	0	0
SIX3	22	1	3	25	13	8
SIX3-AS1	0	0	0	0	1	0
LINC01833	17	3	1	7	2	0
LOC105374573	1	2	1	3	0	0
LOC124907758	5	0	0	4	6	4
LOC124905999	0	2	7	21	14	7
LOC124907759	1	0	1	2	2	2
LOC124905998	1	0	1	0	1	0
CAMKMT	310	204	271	282	193	173
PREPL	1125	1092	671	797	720	318
SLC3A1	13	16	6	11	1	1
RPL12P19	1	1	2	0	1	0
LOC124906174	0	0	0	0	0	0
PPM1B	2279	2251	2760	3405	2737	1745
LOC102723904	6	7	6	5	2	3
RNU6-566P	0	0	0	0	0	0
LOC124907757	0	0	0	0	0	0
RN7SL455P	0	0	0	0	0	0
RNU6-1048P	2	2	2	2	1	1
LRPPRC	9000	7864	7663	10284	8641	4914
LOC102725159	0	0	0	0	0	0
ABCG8	2	0	0	2	2	0
ABCG5	3	1	0	2	2	1
LOC105374571	2	0	5	5	2	0
DYNC2LI1	375	382	427	251	171	160
RN7SKP66	0	0	0	0	0	0
LOC100421122	0	0	0	0	0	0
C1GALT1C1L	0	0	0	0	0	0
PLEKHH2	133	137	110	83	68	52
RN7SL531P	0	0	0	0	0	0
RNU6-958P	0	0	0	0	0	0
THADA	648	531	671	651	568	399
LINC01126	28	19	19	16	7	3
ZFP36L2	2697	1642	2775	3586	3520	2220
LOC124907755	2	2	0	1	1	0
LOC105374570	1	0	0	0	0	1
LINC02580	1	0	1	0	0	0
RNU6-242P	0	0	0	0	0	0
LOC124907756	2	1	0	1	0	0
LOC107985876	7	1	3	0	0	0
LINC01819	0	0	0	0	15	8
LOC112268413	0	0	0	0	0	1
LOC105374568	1	0	0	0	1	1
CHORDC1P1	21	24	22	31	39	18
TRI-TAT2-1	3	5	0	2	2	0
FTOP1	3	4	6	11	3	0
HAAO	54	35	40	55	59	44
OXER1	17	14	21	22	17	18
RNU6-137P	7	2	2	1	1	1
LOC105374555	1	0	0	5	0	2
MTA3	4945	3742	5802	5134	3851	3348
RPS13P3	0	0	0	0	0	0
VDAC1P13	1	0	1	0	0	1
LOC124900542	0	0	0	0	0	0
KCNG3	158	96	177	119	81	91
COX7A2L	2874	2704	3547	3086	2923	2260
EML4	4428	3606	2846	3930	3178	1584
EML4-AS1	0	0	6	0	1	0
LOC105374531	0	0	0	0	0	0
PKDCC	8595	2889	3350	2804	2086	1941
LOC105374517	0	0	0	7	0	1
LOC124905996	0	0	0	3	5	1
LINC02898	19	8	9	8	7	4
LINC01914	2	3	0	1	2	1
LINC01913	0	0	0	0	0	0
RNU4-63P	0	0	0	0	0	0
RPS12P4	0	0	2	1	0	2
LDHAP3	70	129	87	52	38	43
LOC105374506	0	0	0	0	0	0
HNRNPA1P57	4	1	4	2	1	0
LINC01794	0	0	0	0	0	0
LOC105374491	0	0	0	0	0	0
LOC105374497	0	0	0	1	1	0
LOC105374475	0	0	0	0	0	0
LOC105374473	0	0	0	0	0	0
LOC101929667	0	0	0	0	0	0
LOC124905995	1	0	0	1	1	0
SLC8A1	77	28	47	48	34	13
LOC100419512	0	0	0	0	0	0
SLC8A1-AS1	0	0	2	0	0	0
LOC112268436	0	0	0	0	0	0
LOC124905994	9	13	9	7	4	1
THUMPD2	335	319	367	307	261	220
TMEM178A	148	124	167	340	242	127
MAP4K3-DT	46	86	71	40	35	26
RNU6-373P	0	0	0	0	0	0
MAP4K3	1300	1014	759	1587	1257	457
CDKL4	2	1	1	5	1	2
HSPE1P13	0	0	0	0	0	0
RNU6-198P	0	0	0	0	0	0
SOS1	943	841	668	968	773	316
LOC375196	2	4	4	0	0	4
RN7SL96P	0	0	0	0	0	0
LOC105374471	3	5	0	1	2	0
ARHGEF33	11	20	8	3	2	6
RNU6-851P	0	0	0	0	0	0
MORN2	290	210	268	169	153	158
LOC105374470	2	0	0	0	1	0
ASS1P2	6	3	1	5	5	4
DHX57	1655	1173	1297	1849	1586	1039
GEMIN6	700	592	886	690	666	639
NPLP1	0	0	0	0	0	0
TTC39DP	1	0	0	0	0	0
SRSF7	9207	5915	10613	10427	10482	7438
LOC124905993	0	1	0	0	2	1
GALM	420	383	540	672	629	497
HNRNPLL	2040	2050	2095	2561	2211	1393
RPLP0P6	8947	8690	10896	7465	7440	6294
LINC02613	0	0	0	1	2	2
LINC01883	0	0	0	0	0	0
LOC105374468	0	0	0	0	0	0
ATL2	2198	2293	2210	2521	2330	1191
GAPDHP25	0	0	0	0	1	0
LOC105374467	0	0	0	0	0	0
RPL7P12	0	0	0	0	0	0
LOC102723739	2	0	1	1	2	0
RNU6-951P	0	0	0	0	0	0
CYP1B1-AS1	5	4	12	6	7	5
LOC107985871	6	1	1	3	0	0
CYP1B1	232	172	151	206	277	91
LOC100419680	0	1	4	2	2	1
RMDN2-AS1	0	0	0	0	0	0
RMDN2	54	38	36	52	30	12
LINC00211	0	0	0	0	2	0
LOC344382	12	10	27	19	22	9
LOC107985869	0	0	0	1	5	1
LOC105374465	0	0	0	0	0	0
LOC107985870	0	0	0	0	3	0
CDC42EP3	865	707	749	1322	1677	682
LOC124905991	0	0	0	0	0	0
LOC105374464	0	0	0	2	0	0
RNU6-1116P	0	0	0	0	0	0
LOC107985868	11	6	8	47	33	9
QPCT	2	0	3	11	18	16
LOC124907754	0	0	0	0	0	1
RNU6-939P	0	0	0	0	0	0
PRKD3-DT	3	1	0	1	2	0
PRKD3	2233	1826	1415	2203	1877	774
NDUFAF7	1091	958	1499	1638	1266	1113
CEBPZ	3197	2513	2000	5573	4325	2148
CEBPZOS	314	305	397	116	74	67
RPL31P16	0	1	1	1	0	2
SULT6B1	1	0	0	2	5	1
ARL14EPP1	0	0	0	0	0	0
EIF2AK2	1349	1225	1077	1808	1240	602
GPATCH11	359	431	371	304	320	161
HEATR5B	1107	1048	965	1072	922	477
RNU6-577P	0	0	0	0	0	0
STRN	1262	1091	905	1586	1300	473
VIT	3	3	0	26	23	8
LOC124905990	0	0	0	0	0	0
RACK1P2	0	0	0	0	0	0
FEZ2	645	651	578	699	711	408
LOC124905989	0	0	0	0	0	0
LOC124907753	2	3	4	1	0	0
MRPL50P1	60	33	70	6	3	0
LOC107985866	1	0	0	0	0	0
RNU6-1117P	0	0	0	0	0	0
MIR548AD	0	0	0	0	0	0
SMIM7P1	0	0	0	0	0	0
LOC107985808	0	0	0	0	0	0
LOC105374461	0	0	0	0	0	0
RN7SL602P	0	0	3	0	1	0
LOC124907752	1	0	1	0	0	0
LOC105374458	0	0	1	0	0	0
LOC107985865	0	2	0	0	0	1
LINC01320	0	0	1	0	1	0
LOC105374459	0	1	0	2	0	1
LOC105374457	0	0	0	0	0	0
LINC01318	0	0	0	0	0	0
LOC105374456	0	0	0	0	0	0
LOC124905987	0	0	0	0	0	0
SLC25A5P2	1	2	6	7	8	5
MYADML	0	0	0	0	0	0
LINC01317	2	0	0	0	0	0
LOC124905986	26	39	51	34	10	9
HNRNPA1P61	6	4	15	7	1	1
ATP6V0E1P3	3	1	2	0	0	0
LOC105374455	5	9	8	7	3	1
FAM98A	1597	1215	1473	3296	2935	1613
RASGRP3-AS1	2	2	8	6	3	8
RASGRP3	11	5	6	29	92	28
MIR4430	0	0	0	0	0	0
RNA5SP92	0	0	0	0	0	0
RNA5SP91	0	0	0	0	0	0
TYW1P1	0	0	0	0	0	0
H2ACP2	0	0	0	0	0	0
LTBP1	1751	1374	1526	1895	1832	825
LOC105374453	0	0	0	0	0	0
LINC00486	1	2	0	1	1	0
MIR4765	0	0	0	0	0	0
TTC27	878	859	1014	1138	1052	786
LOC124905985	3	6	8	0	1	3
BIRC6-AS2	3	0	0	1	0	0
MIR558	0	0	0	0	0	0
BIRC6	3865	2643	1645	5616	4500	1604
YIPF4	667	740	778	607	552	343
NLRC4	9	13	17	15	9	9
RNU6-647P	0	0	0	0	0	0
DDX50P1	45	63	77	64	51	33
SLC30A6	1496	1304	1434	1831	1465	896
SPAST	791	820	598	903	792	303
DPY30	1651	1348	2189	1610	1498	1160
MEMO1	798	555	855	1147	1045	640
AK2P2	2	0	0	0	2	1
KRT18P52	0	0	0	0	0	2
LINC01946	0	0	0	0	0	0
LOC107985863	0	0	0	1	0	0
LOC107985862	0	0	0	0	0	0
SRD5A2	2	0	0	3	2	3
XDH	74	95	77	87	74	32
LOC124907751	2	7	4	6	5	3
RPL21P70	0	0	0	0	0	0
LOC124905983	13	10	10	12	10	5
EHD3	685	498	548	961	1379	850
RNA5SP90	0	0	0	0	0	0
CAPN14	3	18	7	9	20	8
LOC107985861	0	0	1	0	1	1
GALNT14	320	152	237	537	602	444
LOC124907750	0	0	0	0	0	0
LOC105374435	0	0	0	0	0	0
LOC124905982	0	0	0	1	1	0
CAPN13	21	25	19	404	570	333
LCLAT1	478	424	404	524	428	274
LINC01936	1	5	3	3	6	5
LOC102723594	0	0	0	0	0	0
LBH	929	761	975	3424	4784	2606
H3P5	0	0	0	0	0	0
LOC124907749	0	2	0	1	0	0
SNORA10B	4	2	1	8	3	9
LOC105374414	0	0	0	0	0	0
YPEL5	1252	1128	1408	1922	1891	864
LOC124907748	0	0	0	0	0	0
RN7SL516P	0	0	0	0	0	0
LOC105374389	0	0	0	0	0	0
LOC101929386	2	0	6	0	0	0
ALK	37	13	24	14	20	4
LOC124907747	0	0	0	0	0	1
CLIP4	26	38	20	55	81	41
LOC105374386	0	0	0	0	1	0
PCARE	0	0	0	0	0	1
TOGARAM2	35	19	15	20	38	44
SNORD53B	0	0	0	1	2	1
SNORD53	0	0	0	1	0	0
SNORD92	0	0	3	0	0	0
WDR43	3237	2452	2617	4816	4558	2450
TRMT61B	528	379	459	565	456	358
SPDYA	5	5	1	5	0	3
PPP1CB	3985	3503	3861	4452	3649	1764
PPP1CB-DT	77	70	58	32	18	14
LOC100505774	3	7	3	2	3	0
RNA5SP89	0	0	0	0	0	0
LOC105374384	1	0	0	0	0	0
LOC124907746	0	0	1	0	0	0
PLB1	1	2	1	7	9	5
SNRPGP7	0	0	0	0	0	0
LOC102723530	0	0	0	0	0	0
FOSL2	120	180	175	250	971	338
FOSL2-AS1	0	0	0	0	1	2
LOC105374383	0	0	0	0	0	0
LOC105374382	1	1	0	1	1	1
LOC105374381	0	0	0	0	2	1
RPL23AP34	0	0	0	0	0	0
LOC100505716	3	1	0	0	0	2
LOC124907745	0	0	0	3	12	2
LOC100505736	0	0	0	0	0	0
FAM133EP	1	0	0	0	0	0
MIR4263	0	0	1	0	1	0
LOC100422227	1	0	0	0	0	0
LOC105374369	1	0	3	3	3	2
MYG1P1	0	0	0	0	0	0
BABAM2-AS1	4	1	7	5	5	0
BABAM2	1065	1076	1258	937	914	733
RBKS	126	113	184	61	96	64
MRPL33	1017	874	1512	1062	1063	849
LOC105374378	5	9	7	2	1	2
LINC01460	16	20	41	3	2	3
SLC4A1AP	952	911	1047	1198	1216	732
SUPT7L	1415	1343	1427	1545	1605	992
LOC124906143	0	0	1	0	1	0
GPN1	2136	1937	2399	2197	2095	1638
CCDC121	89	133	112	66	65	38
ZNF512	2088	1883	2177	1899	1435	1080
C2orf16	78	67	43	63	38	20
GCKR	8	9	9	3	1	0
FNDC4	497	313	421	243	286	270
RNU6-986P	1	0	0	0	0	0
IFT172	739	783	712	594	533	358
KRTCAP3	336	244	406	384	425	427
NRBP1	6197	5081	6399	7391	7414	5350
FTH1P3	225	227	329	240	271	242
PPM1G	8108	5939	9513	10522	9581	7657
ZNF513	674	448	561	708	591	479
SNX17	3921	3076	4319	4063	4077	3028
EIF2B4	1425	1185	1600	1559	1593	1287
GTF3C2-AS2	374	269	354	430	318	212
GTF3C2-AS1	0	1	3	5	0	0
GTF3C2	3821	2747	3208	4870	4367	2749
MPV17	1112	1002	1378	1081	850	771
UCN	14	6	19	20	12	18
TRIM54	176	110	225	594	337	261
DNAJC5G	2	4	2	5	0	3
SLC30A3	161	35	133	92	45	67
CAD	7684	4775	5661	6271	5439	3402
ATRAID	2827	2500	3428	2292	2140	1756
SLC5A6	3399	2094	2720	4603	4177	2591
TCF23	1	1	1	1	3	1
PRR30	0	0	1	1	1	0
PREB	1965	1658	2131	2652	3041	2340
ABHD1	13	20	22	3	4	2
LOC124907744	3	0	4	2	1	2
CGREF1	54	71	89	51	53	83
KHK	321	218	309	154	134	169
EMILIN1	375	277	351	422	599	439
OST4	2315	2195	2902	2292	2626	2122
TRA-AGC8-1	0	0	0	0	0	0
TRY-GTA2-1	0	0	0	0	0	0
AGBL5	2841	2626	2685	1638	1327	1159
AGBL5-AS1	3	2	2	0	1	0
TMEM214	1549	1134	1449	2360	2593	1595
MAPRE3-AS1	0	0	2	0	2	0
MAPRE3	444	318	555	366	247	208
LOC124905979	0	0	2	0	0	0
DPYSL5	4836	2206	2319	1052	466	567
CDKN2AIPNLP2	0	2	0	1	0	1
CENPA	741	814	1002	801	754	601
SLC35F6	612	419	602	1286	1277	939
KCNK3	11	21	8	15	30	6
RPL37P11	0	0	0	0	0	0
CIB4	3	6	0	1	5	2
FAM166C	0	0	0	2	0	0
OTOF	128	82	82	105	34	37
DRC1	19	13	22	5	4	2
SELENOI	2032	1835	1873	2617	2448	1323
ADGRF3	26	8	28	28	21	17
LOC105374334	25	14	21	6	13	5
HADHB	1721	1692	2327	2295	2125	1686
HADHA	5656	5084	7384	5319	5225	4138
GAREM2	804	448	623	622	479	408
PPIL1P1	0	0	0	0	1	0
SMARCE1P6	0	2	2	0	1	0
EMP2P1	1	0	0	0	0	0
RPS2P15	0	0	0	1	0	0
LOC105374333	31	12	22	21	39	12
RNU6-942P	0	0	0	0	0	0
RAB10	3214	2903	3104	3843	3561	1852
LOC124907743	1	1	3	1	0	0
TRMT112P6	592	474	683	606	640	533
UQCRHP2	0	0	0	1	1	0
KIF3C	2337	1955	2346	2144	1771	1208
NDUFB4P4	0	0	0	0	0	0
PTGES3P2	4	1	1	3	0	0
TPM3P7	0	0	0	0	1	0
LOC124906191	0	0	0	0	0	0
ASXL2	1732	1388	969	2064	1791	697
LOC105374332	0	1	0	0	0	0
LOC124900608	4	5	4	4	2	2
DTNB-AS1	1	2	0	0	0	0
DTNB	776	633	689	607	515	404
MIR1301	0	0	0	0	0	0
DNMT3A	4014	2852	3396	6244	5203	3171
LINC01381	0	0	0	0	0	0
POMC	74	52	67	274	465	334
SUCLA2P3	0	0	0	0	0	0
RN7SL856P	0	0	0	1	0	0
EFR3B	865	656	610	398	248	190
DNAJC27-AS1	10	10	7	7	5	4
RPS13P5	0	0	0	0	0	0
DNAJC27	190	201	155	154	130	77
LOC124907742	6	3	5	2	1	4
LOC105377626	7	10	14	10	4	2
ADCY3	875	509	578	673	639	383
CENPO	1451	1011	1156	1131	1105	664
LOC105369164	5	2	11	10	8	8
PTRHD1	693	621	812	625	668	528
RNU6-936P	0	0	0	0	0	0
RNA5SP88	0	0	0	0	0	0
NCOA1	1143	883	728	1345	1312	505
LOC105374329	0	0	0	0	0	0
RPL36AP13	0	0	1	0	0	0
HMGN2P20	0	0	0	0	1	0
LOC124900541	0	0	0	0	0	0
ITSN2	371	405	364	816	860	338
FAM228A	2	5	3	0	2	1
LOC105374328	0	0	1	0	0	0
PFN4	8	5	10	11	5	7
TP53I3	1079	681	876	984	1003	620
FAM228B	88	60	82	52	32	18
SF3B6	2318	2094	3104	2406	2421	1958
RNU6-370P	0	0	1	0	0	0
FKBP1B	1018	826	1085	716	589	535
WDCP	1273	944	1061	1012	805	637
MFSD2B	1	5	2	6	3	1
RN7SL610P	1	0	1	0	0	0
SDHCP3	0	0	0	1	0	1
UBXN2A	777	770	893	1008	931	514
RPS13P4	0	0	0	0	0	0
PGAM1P6	0	0	0	0	0	0
ATAD2B	778	748	526	865	712	249
LOC102723401	0	0	0	1	0	0
LOC105374325	1	0	0	1	3	0
LOC124907741	0	0	1	1	1	0
PPIAP61	1	0	0	0	0	1
KLHL29	153	143	124	393	424	298
LINC02923	2	2	4	2	0	6
LOC102723389	0	0	2	0	0	0
LOC107985858	0	0	0	0	0	0
LOC107985792	1	0	0	0	1	0
LOC124908057	0	0	0	1	0	0
RN7SKP27	0	0	0	0	0	0
LOC107985857	0	0	0	0	0	0
LINC01884	0	0	0	0	0	0
LINC01830	1	0	0	0	1	0
RNA5SP87	0	0	0	0	0	0
LOC124905953	0	0	0	0	0	0
LOC100130841	0	0	0	0	0	0
LOC105374320	0	0	0	0	0	0
LOC124908056	0	0	0	3	1	0
RN7SL117P	0	0	0	0	0	0
LOC101929230	0	0	0	0	0	0
LOC107984020	0	0	0	0	0	0
LOC100507562	0	0	0	0	0	0
NUTF2P8	0	0	0	0	0	0
LOC105374318	0	0	0	0	0	0
LOC105374317	0	0	0	1	0	0
LOC124908055	0	0	0	0	0	0
LINC02850	0	0	0	0	0	0
LDAH	938	834	1000	894	790	570
GDF7	119	66	89	72	78	64
LOC105373466	1	1	1	0	0	0
LOC124907740	27	14	18	38	55	25
RPS25P3	0	0	1	0	0	0
HS1BP3-IT1	1	0	0	0	0	0
HS1BP3	780	824	988	523	545	524
NDUFAF2P1	64	59	94	79	86	80
LOC102724948	0	1	0	1	1	3
LOC107985856	2	2	2	0	0	0
RHOB	2933	3200	4361	4456	7706	5030
LOC105373465	1	0	0	1	1	0
RNA5SP86	0	0	0	0	0	0
SLC7A15P	0	0	0	0	0	0
LOC100421404	30	29	39	26	16	4
PUM2	3886	3508	3277	3924	3337	1453
RNU7-113P	0	0	0	1	0	0
DRG1P1	47	31	76	92	82	61
LOC124905978	33	7	19	18	14	3
SDC1	2619	1339	1946	1851	1562	1419
RNU6-961P	0	0	0	0	0	0
RN7SL140P	0	0	0	0	0	0
RPS16P2	1	0	0	0	0	0
LOC107985807	0	0	0	0	0	0
LAPTM4A-DT	0	1	2	0	0	0
LOC124900607	3	3	6	2	1	1
LAPTM4A	6619	4783	7159	8464	6371	4376
MATN3	473	407	531	758	917	369
WDR35-DT	22	19	36	9	4	9
RNFT1P1	1	0	0	0	0	0
WDR35	1555	851	812	734	511	266
TTC32	108	101	104	109	81	40
LINC00954	16	24	6	13	3	3
CISD1P1	0	0	0	0	0	0
LOC105373461	0	0	0	0	0	0
LOC124905977	1	1	0	1	2	1
LOC105373459	0	0	0	0	0	1
LINC01808	0	0	0	0	0	0
LOC105373458	0	0	0	0	0	0
LOC101928196	0	0	0	0	0	0
MIR4757	0	0	0	0	0	0
OSR1	21	17	19	20	35	29
LOC124907738	0	0	0	1	0	0
LOC124907739	2	2	2	4	1	0
LINC01376	5	7	11	8	3	5
RNU6-1215P	0	0	0	0	0	0
NT5C1B	0	0	0	1	1	0
LOC105373456	2	4	0	9	4	2
RDH14	0	0	0	0	0	0
NT5C1B-RDH14	0	0	0	0	0	0
LOC105373454	2	0	2	0	0	0
LOC105373451	0	0	0	0	0	1
LOC124900534	1	0	0	0	0	0
KCNS3	532	326	491	650	578	426
LOC124907737	15	0	7	8	8	9
ZPAXP	1	0	0	0	2	0
LOC112267888	0	0	0	0	0	0
MSGN1	4	5	0	32	150	123
LOC105373449	0	1	0	0	0	0
GEN1	782	541	457	901	528	199
SMC6	2312	1816	1408	2499	1964	937
LOC124908054	2	2	2	3	1	2
VSNL1	469	361	353	806	805	399
LOC101928149	1	3	5	4	5	5
RAD51AP2	22	6	23	11	13	2
LOC105373448	0	0	0	2	9	2
PSMC1P10	2	1	5	2	2	1
LOC105373447	0	0	0	1	0	0
ZFYVE9P2	0	1	0	1	0	0
RN7SKP168	0	0	0	0	0	0
LINC01866	1	4	0	8	7	2
CYRIA	189	145	181	225	166	143
LOC105373444	0	0	0	0	0	0
LOC107985855	0	2	0	0	1	0
LOC124908049	0	0	0	0	0	0
LOC105373443	0	0	0	0	0	0
LOC124900535	0	0	0	0	0	0
GACAT3	2	0	0	4	4	4
RN7SL104P	0	0	0	0	0	0
MYCN	2660	1875	2647	2360	2112	1740
MYCNOS	47	45	62	51	42	33
MYCNUT	0	0	0	0	1	1
LOC124906147	0	0	0	0	0	0
RPLP1P5	0	0	0	0	0	0
RNU5E-7P	0	0	0	0	0	0
LOC124905976	0	0	0	0	0	0
LINC01804	0	0	0	0	0	0
DDX1	5522	5116	6040	8053	7605	5116
LOC124905975	10	10	14	8	4	4
LOC105373440	1	0	1	0	0	1
RPS26P18	0	0	0	0	0	0
NBAS	1661	2024	1495	1245	1164	820
LRATD1	59	48	58	30	24	16
RNU6-1288P	0	0	0	0	0	0
LINC00276	0	0	0	0	0	0
LOC107985854	0	0	0	0	0	0
LOC124907736	0	0	0	6	4	0
LOC105373438	0	0	0	0	1	0
NACAP9	0	0	0	0	0	0
LOC105373485	0	0	0	0	0	0
LOC105373437	0	0	0	0	0	0
LOC105373484	0	0	0	0	0	0
LOC105373436	0	0	0	0	0	2
LOC100506474	0	1	0	1	0	1
MIR3125	1	1	0	0	1	0
TRIB2	2473	2565	2956	4710	4083	2657
LOC124905974	26	11	11	37	33	29
LOC107985853	0	0	0	1	0	1
LOC105373431	0	0	0	0	2	0
RNU6-843P	0	0	0	0	0	0
MIR3681	0	0	0	0	0	0
LOC105373432	0	0	0	0	0	0
LOC105373433	0	0	0	0	0	0
LOC124906141	0	0	0	0	0	0
ST13P1	3	2	2	6	0	2
MIR3681HG	1	0	0	5	7	7
MIR4262	0	0	0	0	0	0
LOC105373430	0	0	0	3	2	1
MIR548S	0	0	0	0	0	0
LOC124907735	4	8	3	0	6	2
LOC101929752	0	0	0	0	0	0
LOC100506405	22	43	59	44	36	86
LPIN1	588	874	633	735	725	340
CDK8P1	0	0	0	0	0	0
NTSR2	0	0	0	0	0	1
RN7SL674P	4	6	1	6	5	0
RNA5SP85	0	0	0	0	1	0
RNU2-13P	0	0	0	0	0	0
TRG-CCC7-1	0	0	0	0	0	0
MIR4429	0	0	0	0	0	0
RNA5SP84	0	0	0	0	0	1
GREB1	1800	1589	1140	1917	1963	873
E2F6	879	883	1022	1069	963	710
LOC105373429	0	0	2	2	0	2
LINC00570	0	0	0	1	0	1
LOC124907734	0	0	0	0	0	0
PPIAP60	0	4	1	0	1	0
LOC124907733	0	0	2	0	2	0
AIDAP1	161	119	109	177	107	63
RNU6-1081P	0	0	0	0	0	0
ROCK2	1042	1033	631	1617	1415	513
SLC66A3	403	399	500	257	215	182
C2orf50	33	16	38	36	13	17
RPL6P4	2	2	2	4	2	1
FLJ33534	1	2	1	7	1	0
KCNF1	21	20	27	185	335	137
LINC01954	0	3	0	0	0	0
LOC124905973	0	0	0	0	0	0
RNU7-176P	0	0	0	0	0	0
PDIA6	8797	9091	10146	11710	12734	7942
LOC105373428	23	21	29	35	34	26
RNU7-138P	0	0	0	0	0	0
ATP6V1C2	40	41	56	40	49	47
RN7SL832P	19	10	10	26	21	13
NOL10	1333	969	1271	2146	1854	1333
LOC105373426	1	0	0	19	27	9
ODC1-DT	61	56	83	21	11	10
SNORA80B	1	6	1	5	5	2
ODC1	12518	11976	12844	17652	20088	13207
LOC124907732	3	0	0	0	0	1
LOC124905972	3	0	0	6	2	3
HPCAL1	244	216	254	520	487	335
LOC124900530	0	0	0	2	0	0
LOC101929691	5	4	10	6	11	2
RN7SL66P	0	0	0	0	0	1
LOC124907731	0	2	0	0	0	0
LOC105373424	15	19	16	12	37	14
MIR4261	0	0	0	0	0	0
LOC124906144	2	1	3	5	2	4
RRM2	4307	3259	4341	7526	6493	3814
LOC124900536	0	0	0	0	0	0
CYS1	20	20	27	16	26	23
KLF11	839	919	904	832	696	431
KLF11-DT	27	21	25	22	12	4
LOC112268412	2	0	1	2	1	1
LOC124905970	5	4	5	3	2	0
GRHL1	58	53	67	152	107	90
LOC105373422	1	0	0	0	0	0
TAF1B	777	650	533	863	678	396
LOC105373421	0	0	0	0	0	0
LOC100996549	0	0	0	0	0	1
LOC124905969	0	0	0	0	0	0
RNU4-73P	0	0	0	0	0	0
LOC105373419	0	0	0	0	0	0
LOC105373418	0	0	0	0	1	0
YWHAQ	14133	10744	12913	17888	15012	8465
LOC101929643	4	6	6	11	2	2
LOC124906162	0	0	0	0	0	0
ADAM17	1060	1159	865	971	933	449
IAH1	26	20	16	35	37	12
CPSF3	3690	3345	4243	3131	2755	2172
ITGB1BP1	1183	1394	1524	1248	1239	898
LOC124907730	3	1	2	1	1	1
EIF1P7	11	2	6	38	14	5
ASAP2	662	661	360	415	477	126
LOC105373417	0	0	0	0	3	0
LOC105373415	0	0	0	0	0	0
LOC105373416	0	0	0	0	0	0
LOC105373414	0	1	0	1	3	0
RPL30P3	0	0	0	0	0	0
LOC124907729	0	0	0	0	0	0
HMGB1P25	0	0	0	0	0	0
LOC124907728	9	12	3	5	5	0
LOC124906167	0	0	0	0	0	0
MBOAT2	817	730	653	657	610	366
LOC100216337	0	0	0	0	0	0
KIDINS220	2227	1931	1533	2306	2154	919
ID2	2946	2778	3350	1027	1023	755
ID2-AS1	33	34	11	5	8	2
SNRPEP5	0	1	1	3	0	1
LOC105373411	1	0	1	1	2	0
LINC01814	8	18	8	6	8	2
LINC00299	0	0	0	8	1	2
LOC124907727	0	0	0	0	0	0
LINC00298	0	2	5	1	1	0
LOC101929551	17	16	21	58	19	16
LOC105373409	896	1174	1869	2464	1822	1242
LOC101929861	29	30	34	105	62	46
LOC105373408	1	2	3	3	1	1
LOC100130731	0	0	0	0	0	0
LINC01871	0	0	0	0	0	1
LOC107985848	0	0	1	4	4	1
LOC101929510	0	0	0	3	4	0
RNU6ATAC37P	0	0	0	0	0	0
LOC105373407	0	0	0	0	0	0
LOC100506274	2	4	0	3	0	1
LOC105373406	2	6	0	1	0	0
LOC107985847	10	13	9	5	1	0
LOC124905951	1	1	0	2	0	0
LOC107985846	0	0	0	0	0	0
RN7SKP112	0	0	1	1	0	0
LOC124908053	0	1	5	4	1	0
