Gene	  Oocyte	 Zygote	2cell 	4cell 	8cell 	Morulae	Trophectoderm	Primitive 	epiblast	hESC p0	hESC passage10
LOC100130000	0	0	0.017	0.153	0.627	0.156	0.045	0	0.426	0.237	0.18
RBM46	61.94	69.313	58.067	62.096	13.808	44.668	0.602	0	2.211	1.123	0.007
PFKFB3	0.842	4.986	3.075	4.043	71.7	29.453	0.127	0.883	0.623	3.651	3.255
PKNOX1	4.864	6.453	4.712	12.688	5.498	11.158	6.299	6.335	11.487	15.933	7.75
SFRP4	0	0	0	0	0	0	0	0	0	0	0.195
AGTR1	0	0	0	0	0.937	0.51	0	0	0	0	0
HAR1A	0	0	0	0.009	0.016	0.016	0	0	0	0.022	0
LOC642864	0.163	0.076	0	0.031	0	0	0	0	0	0	0
HAPLN2	0	0	0	0	0	0.011	0	0	0	0	0.06
ABCB5	0	0	0	0.057	0.203	0.379	0.127	0.072	2.335	0.233	0.353
FAM166B	0	0.09	0.193	0.013	0	0	0	0	0	0.205	0
JPH4	0	0	0	0.064	0	0	0	0	0	0.54	1.839
CRYBG3	8.738	8.159	5.93	3.877	5.427	2.142	0.314	0.026	0.105	0.84	0.87
LOC651250	0.939	0.723	0.451	0.263	0.719	0.856	0.055	0.015	1.024	0.813	0.732
USP2	73.613	162.194	232.155	175.118	22.427	17.259	1.456	0	0.022	1.319	0.995
DDA1	5.603	5.22	3.949	5.221	8.719	7.214	1.839	2.943	2.333	2.94	2.802
MAN2A1	2.352	2.183	1.372	2.486	3.004	7.449	8.005	0.917	8.161	8.086	7.344
ABCG4	3.489	1.581	2.151	1.855	0.292	0.075	0	0	0	0.491	0.511
HRASLS5	2.615	4.616	2.71	1.676	1.188	26.571	5.673	3.082	0.125	11.317	7.47
LOC441666	0	0	0	0	0.008	0.134	0.298	0.079	0.047	7.149	1.513
CBX8	1.327	9.357	6.981	14.686	2.641	2.09	1.045	0.279	0	0	0.084
RND3	8.947	2.225	0.947	1.453	12.492	2.325	0	0.158	0	71.771	13.49
COQ3	5.111	3.005	1.152	3.57	5.192	4.79	10.53	5.411	5.944	27.436	15.965
RFESD	16.36	11.558	6.807	10.13	0.765	3.854	0.428	0	0	0.477	0.756
KLC3	0.034	0.774	0.595	1.232	0.778	0.78	0.095	0.322	0.088	0.738	2.014
FOXN4	0.336	1.093	0.564	1.252	0.33	0.526	0.986	0	0	0	0.034
IL1RAP	0.978	3.672	2.37	3.08	0.611	0.312	0.303	0	0.923	1.234	0.211
NDOR1	0.225	0.762	0.822	0.528	0.507	0.433	1.807	0.337	0.796	0.396	1.635
TJP1	17.311	22.037	19.441	16.676	9.229	9.796	19.023	11.044	12.669	7.123	8.178
C1orf128	203.11	121.328	94.22	61.66	95.605	57.87	27.59	29.707	26.066	27.004	23.493
ERLEC1	25.929	26.983	19.302	19.745	11.645	10.178	14.9	10.252	27.276	13.36	11.808
PTPRT	0.222	0.181	0.077	0.296	0.081	0.01	0	0	0	0.035	0.198
RALGDS	0.371	0.579	0.398	1.066	0.646	0.879	2.288	1.61	0.794	1.712	3.353
FAM170B	0	0	0	0.017	0.378	0	0	0	0	0	0
GPR44	0.292	1.349	1.662	1.083	1.821	3.498	2.214	0.81	1.478	0.842	0.683
ZKSCAN4	5.732	10.934	5.054	18.821	6.654	4.117	0.692	0.149	0.445	2.281	3.641
C7orf27	0.04	0.168	0.05	0.319	12.179	12.433	10.718	9.013	4.719	14.172	22.543
CCKBR	0	0	0.03	0	0.161	0.053	16.361	45.214	0.133	0.413	5.442
RBM12B	1.865	5.473	2.653	2.036	3.336	3.403	2.771	1.804	7.069	6.964	4.66
ADRB2	0	0	0	0.622	0.375	1.491	0	0	2.672	2.717	0.302
GOLGA8IP	0	0.17	0.248	0.646	2.206	1.797	0	0	0.045	0.016	0.137
PRSS3	0.442	0.284	0.363	0.524	0.538	0.228	0.02	1.224	21.443	0.167	0.507
CD3D	0	0	0	0.533	0.291	0	0.348	0	0	0	0
CTSD	2.389	3.832	3.502	9.491	2.723	1.591	38.661	39.657	25.049	29.723	34.117
PLEKHH2	0.113	0	0	0.014	0.894	0.098	0	0	0	0.327	0.516
SEMA3B	0	0	0	0.013	0.01	0.176	0	0	0	0.017	0.139
MRPL17	3.93	0.732	1.089	1.617	24.304	25.219	75.529	75.279	38.689	37.216	41.498
ARHGAP19	41.25	27.728	19.88	22.679	12.529	8.55	5.63	4.974	13.575	11.522	7.1
ADSSL1	0.826	1.023	0.644	0.715	0.06	0.067	0	0	0	0	1.593
VAV2	0.089	0.06	0.017	0.075	0.328	2.128	5.096	7.264	10.697	2.908	3.967
GLI3	0	0	0	0.411	0.887	0.219	0.062	0	0	3.512	4.449
LRRTM1	0	0	0	0	0	0	0	0	0.261	0.438	0.224
PMCH	0.673	2.768	2.018	2.394	1.652	1.136	5.302	1.315	3.47	0.959	1.366
ERCC3	2.482	10.935	5.557	21.912	6.003	8.344	24.134	24.241	13.232	18.149	17.402
TFRC	0.669	1.912	1.101	4.28	9.542	24.095	132.055	38.349	10.666	19.278	26.793
TMEM80	44.994	20.852	13.999	9.22	3.641	1.259	0.75	2.743	0	5.152	6.558
OCIAD1	52.317	47.027	38.761	33.764	19.665	37.086	70.483	65.247	94.306	69.045	64.814
RBPMS2	22.989	84.555	76.29	93.373	56.733	49.591	81.908	38.893	65.952	81.823	105.622
TCEAL4	0.103	0.19	0.157	0.37	1.155	3.903	2.055	0.609	12.437	62.222	77.771
DDX46	34.184	35.118	28.146	7.173	25.826	43.901	56.692	43.294	21.487	60.152	90.608
AK2	10.455	11.502	9.492	9.514	13.256	31.448	54.797	46.384	30.105	30.919	30.778
LOC390595	0	0	0.034	0	1.241	0.173	0	0.623	0	0	0.066
LRRC10B	0	0	0	0	0.068	0.144	0	0	0	0.725	0
LHPP	1.027	1.208	1.023	0.85	0.678	0.16	2.384	2.794	0.186	1.726	4.029
BCOR	0	0	0	0.84	26.023	6.904	4.511	3.012	20.216	10.17	8.679
NSUN3	0.643	3.016	1.547	2.305	3.876	4.386	1.188	0.384	0	2.88	1.17
GRB14	0	0.072	0	0.144	0.233	0.938	0.112	0	0	3.959	6.622
MEIS3	9.718	7.036	4.316	7.106	3.686	0.997	0.757	1.061	5.019	3.199	1.075
ARAP3	0	0	0	0	0	0.037	0	0	0.022	0.62	0.795
SERPINF2	5.818	3.434	2.113	3.609	0.757	0.31	0	0	0	0	0.008
RXFP1	0	0	0.046	0	0.077	0	0	0	0	0	0.017
DYNC1I2	79.223	145.585	188.531	143.898	16.498	12.628	50.647	35.037	39.473	35.613	33.452
SLC10A2	0	0	0	0	0	0	0	0	0	0	0
ZBP1	0	0	0.044	0.043	0.161	0.267	0.362	0	0.507	0.197	0.096
FLJ30838	0.748	0.92	0.834	0.562	0.165	0.166	0	0	0	0	0.143
DHRS3	0.113	0	0	0	0.104	0.111	3.604	0.661	1.04	5.624	11.137
PBK	8.934	17.501	6.866	7.784	2.031	6.478	11.539	7.587	5.285	4.923	5.186
ALDOA	4.028	41.468	33.933	54	405.035	579.161	318.507	550.517	384.398	337.938	408.055
EXOSC5	2.712	2.779	2.337	2.521	13.782	51.104	67.728	92.853	39.952	56.832	92.754
TXNDC16	1.523	1.463	0.947	1.966	2.013	2.194	0.447	0	0	1.372	1.237
THAP3	0.426	3.594	2.228	5.709	1.184	4.659	10.298	9.987	16.833	8.398	11.408
VPS13D	2.145	2.44	1.375	2.988	0.849	0.911	0.948	0.806	1.104	1.91	1.147
SKIV2L	0	0.049	0.1	0.031	1.284	1.759	4.459	6.731	5.256	0.789	2.922
40977	0	0.073	0.04	0	0.159	2.04	0.333	2.377	0.48	1.444	1.557
CCDC62	0.172	0.206	0.146	0.628	2.081	6.178	1.093	0	0	0.014	0.089
CLEC6A	0	0	0	0	0.026	0.553	1.416	0	0.209	0.14	0.046
ATF4	21.817	48.952	60.431	114.598	323.48	875.525	269.944	397.264	213.776	174.691	296.978
SPIN1	55.439	60.959	42.831	41.09	35.431	31.518	39.149	35.324	45.5	56.943	30.812
C19orf62	5.422	12.858	8.214	20.824	42.595	33.122	61.385	70.863	72.879	98.401	133.98
LOC401321	0	0.039	0.031	0.102	0.844	0.303	0.082	0.894	0.078	0.231	1.667
IL12A	0	0.042	0	0	0	0.053	0	0.017	0	0.483	0.368
RAPGEF4	0	0	0	0	0.076	0	0	0	0	0.102	0.386
C3orf37	44.693	36.333	25.515	66.17	8.015	3.913	5.105	11.792	2.352	8.6	9.222
CST5	0	0	0	0	0	0	0	0	0	0	0
ZNF696	0	0.09	0.071	0.057	0.626	1.245	0.509	0.028	0.759	0.48	0.682
INO80C	14.949	5.098	5.591	9.209	103.611	94.532	24.943	11.659	29.302	48.096	39.07
KIAA1539	0	0	0.018	0.376	17.004	14.579	0.7	6.184	3.025	8.976	3.858
WHSC2	58.96	40.239	33.913	49.59	15.874	16.809	10.116	12.119	27.016	21.967	27.522
RFXANK	9.024	4.851	3.715	12.907	14.341	15.487	21.711	40.49	14.349	45.459	68.246
SPDYC	63.556	208.65	284.614	351.315	58.389	17.485	0.318	0.594	0	0.938	0.568
FADS6	0	0	0	0	0.011	0.078	0.105	0	0.167	0.045	0.007
FAF2	14.421	10.065	5.432	5.006	27.945	38.303	19.897	9.027	10.643	14.865	16.905
ADA	16.731	32.283	25.079	60.531	22.225	4.246	30.321	4.524	5.214	1.532	4.62
RSBN1L	26.342	15.765	10.119	7.048	21.815	19.693	12.683	8.19	7.185	12.649	27.756
PDCD10	49.142	45.564	32.612	20.922	50.225	60.223	53.689	25.615	59.744	75.756	27.948
DCTN6	15.875	7.988	2.682	5.47	1.136	5.909	61.984	50.924	39.205	28.944	30.226
SNAI3	0.49	7.938	6.753	8.392	3.782	1.163	0.041	0	0	3.363	9.441
TMEM194B	2.626	2.782	2.137	3.531	0.873	0.352	0.196	0	1.945	1.524	0.67
GRAMD1A	4.3	4.964	3.698	9.506	3.095	0.04	1.525	14.001	7.805	8.777	16.398
FAM75A6	0	0	0	0.039	0	0	0	0	0	0	0
SSNA1	29.055	17.288	14.486	10.663	24.574	31.541	57.473	104.387	48.806	53.701	62.269
ELOVL4	67.99	60.392	62.362	33.076	9.581	1.123	0	0.448	0.163	8.024	9.567
ONECUT3	0	0	0	0	0	0	0	0	0	0.288	0.052
CCL24	0.215	1.072	0.233	1.175	0	0	0	0	0	0	0
ZMAT3	2.67	3.321	3.059	1.047	4.575	9.713	4.328	3.961	8.574	4.273	4.106
ATF7IP	10.592	17.289	12.115	16.143	40.811	26.495	12.095	11.536	16.003	23.411	15.063
DGCR11	0	0.092	0.092	0	0.169	0.892	0.113	1.668	0	2.503	2.137
CCDC8	0.101	0.859	0.61	0.866	0.121	1.538	0.02	0.537	2.55	3.643	3.833
CASKIN1	0.237	0.936	1.014	0.93	0.392	0.176	0.444	0.484	0.294	0.716	1.342
MIR744	0.17	0	0	0	0	0	0.06	0	0	0.053	0
VIPR2	0.48	0.342	0.319	0.386	0.19	0.384	0.23	0.018	0.213	0.318	0.385
FAM131A	7.216	5.717	4.57	4.523	0.516	0.221	0.579	1.758	2.371	1.852	2.97
LIMK2	10.868	7.806	5.063	11.841	2.325	6.294	23.859	22.467	8.281	7.534	8.843
MRPL44	195.523	118.265	100.474	158.746	115.703	85.498	73.199	89.657	62.974	73.824	44.78
ETF1	2.912	6.641	3.838	6.829	166.661	158.893	174.322	117.933	78.508	100.946	87.699
HHAT	26.842	21.069	16.637	26.143	13.746	2.412	0	0	0	0.035	0.06
UBE4A	0.134	0.231	0.204	0.209	13.035	8.989	11.258	7.519	4.126	7.577	7.092
C19orf20	0	0	0	0	0	0.03	0	0	0	0	0
KCNJ14	0.194	0.153	0.063	0.267	2.408	1.617	0.211	0	0	0.311	0.843
MYST1	8.421	5.414	3.771	8.555	9.365	8.176	4.827	1.047	0.803	8.601	6.028
MX2	3.205	3.048	2.645	4.055	0.899	0.131	0	0	2.093	0	0.06
LOC126536	0	0	0	0	0	0.193	0	0	0	0.501	0
HSP90AA1	1246.822	1800.376	1717.245	322.627	394.66	331.505	2632.548	2071.59	2428.769	871.074	1230.478
SHF	0	0.199	0	0.018	4.205	5.792	0.115	5.586	11.184	1.429	1.326
CES8	0.079	0.856	0.393	1.337	0.58	0.156	0	0	0	0.084	0.476
SEL1L	9.487	9.83	6.678	8.885	15.801	5.555	2.872	2.454	8.05	3.248	2.014
CCDC68	0	0	0	0.141	0	0	0.302	0.556	2.028	0	0.435
EIF2C1	0.889	3.197	3.129	2.197	1.846	5.007	1.487	0.071	4.203	7.896	4.118
NDUFC2	15.289	3.996	2.45	2.365	11.158	34.938	73.35	122.978	78.528	50.808	70.427
MIR643	0	0	0	0	0	0	0.189	0	0	0	0
C7orf51	0	0	0	0	0.018	0	0	0	0	0	0.05
C7orf13	3.821	4.035	2.635	1.037	0.449	1.749	0.018	0	0	2.618	1.513
ACSM5	0	0	0	0	0.244	0.295	0	0	0	0	0.005
PHLPP1	10.746	7.841	5.717	7.73	6.837	8.307	7.627	3.249	4.705	8.807	7.504
GPR31	0	0	0.023	0	0	0	0	0	0	0	0
SIAH1	165.312	86.207	35.972	47.933	499.08	185.577	14.846	21.109	38.181	34.998	17.193
LOC441454	0.581	0.312	0.495	0.841	3.811	5.409	8.521	6.885	6.119	5.898	6.194
SH2D4A	259.954	317.348	487.822	311.061	56.888	24.465	59.218	40.445	13.128	4.721	5.122
LHX1	1.156	0.359	0.088	1.339	0.309	1.331	0	0	0	0.215	0.497
EIF4B	55.045	72.01	79.142	151.65	184.667	157.984	146.102	124.165	116.203	188.009	155.459
BTF3L4	3.42	16.064	11.918	35.469	28.751	32.69	114.036	78.007	82.289	53.914	52.168
GOLGA7	77.418	93.85	78.908	96.34	16.436	20.818	38.189	19.033	32.298	23.633	23.297
MAGEC2	0.077	0	0	0.012	1.287	0	0	0	0	0	0
BLOC1S1	13.545	6.202	4.008	12.595	8.459	13.945	37.503	62.752	120.637	52.941	107.453
STX3	40.115	14.122	8.438	9.651	20.266	24.013	23.484	19.558	39.228	10.455	8.709
FLJ35220	0.701	1.089	0.759	0.878	0.556	1.528	2.004	0.396	0.105	0.552	1.704
MCTS1	3.853	2.854	2.926	6.188	5.628	5.473	14.613	26.064	14.831	6.333	10.511
NXPH4	1.173	8.018	6.359	6.439	3.724	0.173	0	0.045	0	0	0.072
TGM1	0	0	0	0	0	0	0	0	0	0.029	0.197
SLC37A4	0.054	0.117	0.116	0.206	0.253	10.302	21.067	53.423	18.79	20.243	10.058
FAM92B	0	0	0	0	0.018	0.148	0.007	0	0	0.044	0.22
SLC25A25	6.856	6.106	5.35	5.643	24.328	10.032	0.973	2.892	1.895	6.955	4.648
ZC3H13	72.831	86.493	74.037	25.757	45.968	58.517	25.127	14.729	9.781	16.472	23.455
WDR81	0	0	0	0.012	0.073	0.504	0.569	0	0	0.317	1.249
THOC3	34.526	30.359	32.798	54.867	40.228	19.318	19.42	21.58	9.838	14.812	17.46
GPX6	0	0	0	0	0.203	0.103	0.218	0	0	0	0
ACYP1	25.497	14.232	14.2	12.491	6.46	2.363	3.708	12.261	10.618	5.647	8.819
ARPC2	363.011	240.997	192.051	120.81	176.013	272.145	429.021	608.999	608.472	362.361	348.828
PHACTR4	6.388	3.885	2.917	5.901	27.163	16.947	8.767	4.928	5.805	21.739	23.159
ENG	8.123	31.935	30.852	48.859	13.595	1.483	0	0	0	0.901	0.481
P2RY13	0	0	0	0	0	0.066	0	0	0	0.535	0
GAPVD1	29.317	21.274	14.116	10.742	18.197	13.791	17.66	15	10.671	10.02	5.982
CCNO	65.665	72.348	85.249	122.675	55.032	13.132	0.006	1.154	0.188	0.185	0.361
C9orf64	1.996	1.283	0.651	0.798	13.996	41.038	23.108	10.609	35.516	5.152	0.443
RXRG	0	0	0	0.06	0	0	0	0	0	0	0
ZNF140	8.157	4.721	3.358	6.755	12.438	6.743	0.588	0.674	0.095	6.913	5.136
C7orf45	3.911	4.223	1.157	4.013	1.775	1.567	0	0	0	0	0
LOC344887	0.371	0.41	0.417	0.661	0.875	1.264	0.592	0.236	0.772	0.775	0.923
PGP	0.086	0.14	0.205	0.278	3.313	2.468	4.204	12.749	1.049	3.761	3.956
FAM183A	0	0	0	0	0.192	0	0	0	0	2.441	0.759
SULT1E1	0	0	0	0	0	0.297	0	0	0	0	0
CGB7	0.251	0.092	0.023	0.15	0.684	0.567	0.005	0	0.023	0	0.145
RGPD4	0.842	0.688	0.604	0.411	1.617	1.07	1.199	0.241	1.269	0.42	0.386
C9orf142	0.503	1.089	0.825	0.942	3.443	10.292	35.739	77.134	6.115	11.208	26.521
BRD9	0.579	3.219	2.423	3.338	5.623	4.73	12.876	7.679	3.067	3.935	12.566
OR2M5	0.135	0.193	0.239	0.373	0.046	0	0	0	0	0	0
OGT	3.009	10.202	7.123	11.062	8.066	4.893	12.286	7.976	7.729	12.669	11.526
SYT1	15.036	14.565	11.304	10.61	2.62	2.829	0.453	0.242	0	23.662	8.851
ACRV1	0.133	0.399	0.213	1.355	0.633	0.917	0.242	0.016	0	1.283	0.663
40970	0.684	1.858	0.738	0.243	0.675	7.357	0.473	2.244	1.17	1.936	3.709
RPIA	44.395	31.733	11.201	15.731	3.024	1.634	4.824	6.627	3.883	3.826	3.162
ASXL3	3.181	7.31	4.774	5.537	0.55	1.17	0.105	0	0	0	0.025
ZNF701	0.976	1.056	1.074	2.055	9.674	5.193	1.156	2.374	4.227	2.807	2.73
HIST1H1B	0	0	0	2.083	5.911	0.728	1.27	1.641	0	32.665	2.024
KCNT2	0	0	0	0	0	0.027	0	0.056	0	1.181	0.925
SLC11A2	7.076	6.861	6.767	7.391	1.48	1.263	33.492	8.137	8.887	18.085	12.307
CCDC36	0	0	0.075	0.569	0.255	0.855	0	0	0	0	0
NBEAL2	0	0	0.019	0.067	0.046	0	0.525	0.048	1.031	0.348	0.197
TYROBP	0	0	0	0.048	0.096	0.537	0	0	0	1.122	0.305
LOC399881	0	0	0	0	0	0	0.007	0	0	0	0
TCP11	1.394	2.605	1.973	8.639	4.42	0.642	2.259	0	0	0	0
HSPA13	0.965	1.454	0.803	1.147	4.086	2.104	5.721	0.497	7.189	2.42	2.645
C15orf21	0.216	0.439	0.284	1.62	2.581	2.97	2.467	0.093	2.455	0.236	0.189
XAGE2B	0	0	0	0	0.04	0	15.697	17.971	0.351	0	0
FAM108C1	1.489	0.771	0.691	0.471	5.635	17.859	36.178	38.366	36.337	14.865	11.738
OR4F15	0	0.048	0.075	0	0.037	0	0	0	0	0	0
ASAM	0	0	0	0.403	0.304	0.184	0.05	0	0	5.161	6.523
NPHP4	1.834	6.877	6.167	9.564	2.569	0.462	0.327	0.19	0	0.908	1.567
TAF6	27.239	9.949	9.139	14.691	6.484	8.111	5.096	7.14	11.372	16.904	23.858
SFRP5	0	0	0	0.311	0	0	0	0	0	3.113	3.121
ARHGEF37	0	0	0	0.009	0	0.505	0.307	0	0.034	0	0.037
TRYX3	0	0	0	0.273	19.602	2.348	0	0	0	0	0
EBAG9	99.051	160.032	155.865	107.516	20.701	22.045	31.684	15.104	38.092	10.198	8.498
FLJ44082	0	0	0	0.036	0	0	0	0	0	0	0
UROD	9.059	18.441	10.109	20.9	24.581	29.92	30.196	31.034	24.874	34.235	59.032
ADAM6	0	0	0	0.009	0	0	0	0	0	0	0
ARL9	0	0	0	0	4.525	0.93	0	0	0	0	0.136
PDE2A	0	0	0	0.133	0.016	0.273	0.318	0.046	0	0.022	0.594
TUBB2A	5.699	4.091	6.216	9.993	18.042	33.946	31.735	26.669	89.305	164.478	241.953
RPL36	805.956	1033.824	1792.223	1969.567	3342.345	1286.125	632.185	2072.786	1037.7	851.282	1430.366
LOC645166	8.639	6.055	4.31	3.208	8.133	6.714	3.239	4.126	3.097	1.602	0.287
ASPM	42.226	39.975	39.273	13.76	10.38	12.522	8.627	1.436	7.284	8.773	7.091
RBCK1	1.041	5.951	3.991	8.749	3.651	3.312	6.717	9.441	4.232	4.021	5.847
AFF2	0.048	0.199	0.176	0.227	0.017	0	0	0.173	0	0.082	0.281
FLJ39080	0	0	0	0.027	0	0	0	0	0	0.141	0
LOC285954	0	0	0	0	0.023	0.067	0.036	0	0.053	0	0.058
STARD6	0	0	0	0	0.256	0	0	0	0	0	0.13
ZDHHC8	1.17	1.814	1.199	2.819	0.486	0	0.013	0	0	0.293	0.251
LOC339674	0.04	0.06	0.019	0	0	0.101	0	0	0	0	0.073
PLXNA2	0.033	0	0	0.06	0.314	0.217	0.761	0	0.735	0	0.039
ACTL6B	0	0	0	0	0	0	0	0	0	6.577	0.996
IL2RA	0.342	0.877	0.494	0.504	0.702	0.221	0.006	0	0	0	0
PNRC2	24.46	40.776	32.453	30.665	197.594	158.596	57.229	32.977	71.738	52.414	56.868
CD24	0.653	0.305	0.357	0.427	8.348	2.593	286.49	323.882	166.485	2480.632	1986.129
STXBP5L	0.254	0.329	0.077	0.19	0.561	0.774	0	0	0	0	0.338
DENND2C	0	0.061	0.045	0	0.501	1.391	0	0	0.219	0.241	0.646
REXO1L2P	0	0.529	0.798	18.124	3.357	17.878	0	0	0	0	0
TBCC	102.594	120.366	62.178	61.15	198.56	110.184	9.737	15.752	16.6	77.881	29.007
NSF	18.123	11.384	5.845	14.061	4.725	6.405	15.302	11.913	7.325	8.891	6.743
KCNJ1	0	0	0	0	0	0	0	0	0	0	0
KIF2B	0	0.093	0.159	0.263	0.036	0	0	0	0	0	0
ANKRD20A2	0.916	0.895	0.629	1.345	2.803	6.135	0.162	0	0.07	0.109	0.006
PRG4	2.363	1.33	1.143	0.397	0.12	0.266	2.023	0.911	1.194	1.418	0.822
C7orf47	109.497	47.547	44.674	93.866	23.775	5.026	1.301	2.347	0.151	2.354	5.24
NFASC	0.103	0.227	0.206	0.518	0.121	0.067	0.005	0	0	0.358	0.454
SFRS15	1.526	2.298	1.435	1.078	35.587	8.912	13.181	2.862	9.248	9.944	15.761
ZNF597	2.925	14.685	6.535	20.566	150.054	42.057	2.42	2.915	0.457	1.406	2.779
SCGB1D1	0	0	0	0	0.025	1.248	0	1.405	2.733	0	0
LOC201651	0	0	0	0	0	0	0.018	0	0	0	0
LONRF3	0	0	0	0.141	3.044	1.832	0	1.988	0	0	0
SMURF1	24.552	18.755	16.488	28.226	9.334	3.213	2.847	2.936	4.342	2.972	3.593
C14orf102	3.105	6.057	8.425	9.528	3.745	1.151	2.112	2.987	0.291	0.37	1.869
HNRPDL	64.782	21.905	13.47	36.752	397.536	521.647	208.56	189.112	225.124	324.856	240.065
ANKRD39	8.807	3.615	1.6	2.246	8.103	10.594	12.877	18.212	11.134	10.651	16.582
BTNL8	0	0	0	0	0.137	0.104	0	0	0	0	0
CSTF2	78.212	53.298	36.165	49.066	49.886	32.373	35.048	47.397	28.84	12.646	18.31
LOC100271832	0	0	0	0	0	0	0	0	0	0	0.633
CABP4	0	0.075	0.203	0.172	0.928	2.539	0.358	0.091	0.362	0.574	0.523
TMEM95	0	0	0.117	0	0	0	0	0	0	1.093	0.712
HTR1F	0	0	0	0	0.019	0	0	0	0	0	0
SCPEP1	0.034	0.128	0.019	0.98	2.214	13.856	20.933	9.362	30.278	14.24	12.942
PRSS12	0	0	0	0.013	0.025	0.267	0.378	6.07	0.655	1.278	2.424
SLC28A2	0.355	0.448	0.558	0.47	1.956	3.496	1.089	0.477	0.794	2.443	2.349
INHBA	0	0	0	0.326	0	0	0	0	0.194	1.24	4.064
UGDH	16.023	11.945	11.645	25.04	12.064	8.933	1.933	10.56	16.024	37.68	25.28
SLC36A1	0.942	2.463	1.427	3.147	3.531	1.081	0.551	3.95	2.563	1.351	0.389
PLCB1	17.525	23.97	16.552	9.494	3.851	1.506	0.806	0.704	0.559	1.868	1.015
SRXN1	14.669	16.15	16.631	24.138	3.06	3.721	23.317	23.553	10.894	13.264	10.528
SEPP1	0	0	0	1.266	2.625	0.434	9.803	21.588	11.789	15.259	27.495
CT47A7	0	0	0.017	0.039	1.273	0.276	0	0.102	0	0	0
LOXL2	0.48	0.828	0.911	1.698	0.769	4.088	0.445	0	0	1.449	2.424
CHRNA1	0.089	0	0	0.02	0.274	0	0	0	0	0	0.694
DENR	0.316	0.503	0.405	0.608	24.067	33.046	42.521	35.254	42.968	39.918	29.449
RARRES2	42.021	46.658	45.319	90.534	56.842	25.903	0.009	0.552	0	55.256	150.194
SENP2	7.421	14.319	8.699	16.766	31.719	52.313	53.116	30.872	30.975	29.809	30.548
XPNPEP1	5.932	4.145	2.633	6.599	3.713	2.176	17.445	4.683	17.724	4.791	11.402
C17orf96	0.133	2.364	1.381	1.264	2.182	4.653	0.404	0	0.511	0	0.507
HIST1H1T	0	0	0.109	0	4.4	1.208	1.176	0	0	0	0
PCGF5	2.702	2.564	2.405	2.074	1.632	1.96	2.167	1.029	2.489	0.136	0.104
CDK5RAP1	5.245	12.031	8.77	21.035	23.803	28.592	29.552	30.848	30.09	24.909	26.328
GRAPL	0	0	0	0	2.437	7.677	0.006	0.982	4.052	0.719	0.924
PRR20D	0	0	0.126	33.365	24.122	4.753	0	0.086	0	0	0
PRKG1	1.177	1.312	2.552	2.261	0.57	1.751	0.455	0	0	0.084	0.939
RASGRP1	1.138	3.986	2.082	4.223	0.417	0	0	0	0	0.305	0.298
GRID2IP	0	0.048	0.07	0.211	0.01	0	0	0.328	0	0.043	0.01
CFI	0	0	0	0	0.01	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0.176	0	0	0	0	0
FOXRED2	0.569	2.9	1.933	1.565	3.534	4.441	1.149	2.214	2.084	6.436	6.848
TRIM7	0	0	0.017	0	1.563	2.166	0	0	0	0	0.292
CYP20A1	2.908	5.814	4.674	4.14	0.881	1.253	4.647	2.764	2.403	3.471	5.34
FABP1	0	0	0	0	0	0	0	0	0	0	0
CYTL1	0.123	0	0.024	0.205	0	0	0	0	0	0.323	5.037
SORBS1	2.812	5.963	4.659	8.119	4.412	8.238	14.287	1.37	8.446	8.465	5.425
PEA15	0.408	0.646	0.599	0.652	4.227	6.828	3.304	7.574	2.094	11.373	15.803
KHDC1L	0	0	0	11.67	1997.383	4286.242	1640.161	1704.616	2846.806	0	0.987
GUCY1A2	17.727	16.588	9.266	32.768	3.792	0.233	0	0	0	0.869	0.504
C9orf174	0.038	0	0.04	0.161	0.023	0.049	0	0	0	0.123	0.19
PACSIN1	0	0	0	0.012	0	0.054	0.005	0	0	0.101	0.274
UMODL1	3.867	2.047	1.823	2.151	0.64	0.043	0	1.864	0	0	0
KREMEN1	0.74	0.843	0.788	1.345	0.845	1.534	5.424	1.02	6.689	1.992	1.614
STXBP6	46.544	24.609	13.443	33.146	7.464	6.185	14.738	12.915	9.297	9.857	11.127
SNAP23	9.158	30.195	16.643	15.684	10.022	19.965	116.433	73.146	54.6	55.269	44.06
RFPL4B	0.339	0	0.426	33.544	227.62	273.43	8.097	0	0	0	0
C6orf115	0.438	0.302	0.14	1.058	6.194	11.899	72.556	64.212	73.294	105.27	209.76
ZBTB33	5.643	26.637	16.921	12.768	4.876	1.428	0.985	0.291	2.852	0.276	1.093
CHST9	0	0	0	0	0.014	0	0	2.674	0.379	22.426	10.982
C11orf94	0	0	0.043	0	0	0	0	0	0	0	0
MGA	43.672	23.995	24.13	18.834	15.059	12.784	6.959	6.699	3.805	6.841	7.672
GPR4	0	0	0.044	0.32	1.524	3.95	0	0	0	0.292	0
GSTK1	2.742	18.198	16.999	21.229	3.653	5.314	18.923	64.515	30.599	14.139	19.115
CLCN5	13.737	20.63	15.622	8.322	3.005	1.765	4.716	4.433	4.064	2.202	0.919
FBXW5	0	0	0	0.029	3.624	6.285	19.377	70.251	16.248	14.06	23.241
FLT3	0.336	0.303	0.301	0.843	0.466	0.937	0.006	0	0	0	0.066
MAG	0	0	0	0	0	0	0.015	0	0	0	0.096
